edge_id,from_node,to_node,mode,layer,base_time_hours,base_cost_yuan_per_two,base_risk,source_id,distance_km,seasonal_sensitive,daily_departures,schedule_wait_hours,schedule_id,model_option_role,quality_flag,local_shuttle_raw_cost_yuan_per_two,local_shuttle_cost_floor_yuan_per_two,cost_floor_applied,amap_edge_type,od_quality_note
AM0463,SPOT::P033,SPOT::P008,self_drive,road,6.552,265.18,0.201,AMAP_DISTANCE_API,482.139,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0464,SPOT::P034,SPOT::P008,self_drive,road,10.318,510.35,0.33,AMAP_DISTANCE_API,927.901,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0465,SPOT::P035,SPOT::P008,self_drive,road,7.988,412.61,0.29,AMAP_DISTANCE_API,750.194,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0466,SPOT::P036,SPOT::P008,self_drive,road,7.199,379.26,0.27,AMAP_DISTANCE_API,689.568,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0467,SPOT::P037,SPOT::P008,self_drive,road,18.872,762.69,0.33,AMAP_DISTANCE_API,1386.709,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0468,SPOT::P038,SPOT::P008,self_drive,road,19.096,703.4,0.33,AMAP_DISTANCE_API,1278.918,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0469,SPOT::P039,SPOT::P008,self_drive,road,18.974,763.46,0.33,AMAP_DISTANCE_API,1388.106,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0470,SPOT::P040,SPOT::P008,self_drive,road,19.203,837.68,0.33,AMAP_DISTANCE_API,1523.058,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0471,SPOT::P001,SPOT::P009,self_drive,road,8.394,290.91,0.256,AMAP_DISTANCE_API,528.92,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0472,SPOT::P002,SPOT::P009,self_drive,road,8.109,287.45,0.254,AMAP_DISTANCE_API,522.628,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0473,SPOT::P003,SPOT::P009,self_drive,road,9.694,354.14,0.295,AMAP_DISTANCE_API,643.883,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0474,SPOT::P004,SPOT::P009,self_drive,road,9.396,342.22,0.287,AMAP_DISTANCE_API,622.225,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0475,SPOT::P005,SPOT::P009,self_drive,road,10.377,302.93,0.264,AMAP_DISTANCE_API,550.781,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0476,SPOT::P006,SPOT::P009,self_drive,road,10.591,306.79,0.266,AMAP_DISTANCE_API,557.798,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0477,SPOT::P007,SPOT::P009,self_drive,road,13.591,571.05,0.33,AMAP_DISTANCE_API,1038.266,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0478,SPOT::P008,SPOT::P009,self_drive,road,5.421,219.14,0.173,AMAP_DISTANCE_API,398.443,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0479,SPOT::P010,SPOT::P009,self_drive,road,4.997,147.98,0.13,AMAP_DISTANCE_API,269.049,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0480,SPOT::P011,SPOT::P009,self_drive,road,10.122,359.85,0.298,AMAP_DISTANCE_API,654.274,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0481,SPOT::P012,SPOT::P009,self_drive,road,10.497,305.05,0.265,AMAP_DISTANCE_API,554.639,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0482,SPOT::P013,SPOT::P009,self_drive,road,10.059,364.68,0.301,AMAP_DISTANCE_API,663.056,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0483,SPOT::P014,SPOT::P009,self_drive,road,4.368,183.59,0.151,AMAP_DISTANCE_API,333.792,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0484,SPOT::P015,SPOT::P009,self_drive,road,7.238,169.17,0.143,AMAP_DISTANCE_API,307.584,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0485,SPOT::P016,SPOT::P009,self_drive,road,6.468,207.11,0.166,AMAP_DISTANCE_API,376.558,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0486,SPOT::P017,SPOT::P009,self_drive,road,5.838,239.15,0.185,AMAP_DISTANCE_API,434.811,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0487,SPOT::P018,SPOT::P009,self_drive,road,13.477,484.49,0.33,AMAP_DISTANCE_API,880.89,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0488,SPOT::P019,SPOT::P009,self_drive,road,12.91,475.17,0.33,AMAP_DISTANCE_API,863.954,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0489,SPOT::P020,SPOT::P009,self_drive,road,12.848,468.49,0.33,AMAP_DISTANCE_API,851.801,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0490,SPOT::P021,SPOT::P009,self_drive,road,13.043,541.77,0.33,AMAP_DISTANCE_API,985.037,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0491,SPOT::P022,SPOT::P009,self_drive,road,10.707,402.79,0.324,AMAP_DISTANCE_API,732.344,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0492,SPOT::P023,SPOT::P009,self_drive,road,8.138,273.62,0.246,AMAP_DISTANCE_API,497.499,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0493,SPOT::P024,SPOT::P009,self_drive,road,13.541,570.35,0.33,AMAP_DISTANCE_API,1037.006,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0494,SPOT::P025,SPOT::P009,self_drive,road,13.508,570.01,0.33,AMAP_DISTANCE_API,1036.386,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0495,SPOT::P026,SPOT::P009,self_drive,road,13.432,569.7,0.33,AMAP_DISTANCE_API,1035.822,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0496,SPOT::P027,SPOT::P009,self_drive,road,16.263,671.32,0.33,AMAP_DISTANCE_API,1220.588,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0497,SPOT::P028,SPOT::P009,self_drive,road,17.712,726.29,0.33,AMAP_DISTANCE_API,1320.535,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0498,SPOT::P029,SPOT::P009,self_drive,road,5.441,155.83,0.134,AMAP_DISTANCE_API,283.321,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0499,SPOT::P030,SPOT::P009,self_drive,road,6.596,190.1,0.155,AMAP_DISTANCE_API,345.643,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0500,SPOT::P031,SPOT::P009,self_drive,road,6.839,200.0,0.161,AMAP_DISTANCE_API,363.642,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0501,SPOT::P032,SPOT::P009,self_drive,road,8.053,241.35,0.226,AMAP_DISTANCE_API,438.814,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0502,SPOT::P033,SPOT::P009,self_drive,road,2.274,51.5,0.071,AMAP_DISTANCE_API,93.632,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0503,SPOT::P034,SPOT::P009,self_drive,road,8.12,276.5,0.248,AMAP_DISTANCE_API,502.725,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0504,SPOT::P035,SPOT::P009,self_drive,road,10.027,380.26,0.31,AMAP_DISTANCE_API,691.378,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0505,SPOT::P036,SPOT::P009,self_drive,road,9.352,346.91,0.29,AMAP_DISTANCE_API,630.752,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0506,SPOT::P037,SPOT::P009,self_drive,road,14.542,549.01,0.33,AMAP_DISTANCE_API,998.202,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0507,SPOT::P038,SPOT::P009,self_drive,road,14.722,489.73,0.33,AMAP_DISTANCE_API,890.411,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0508,SPOT::P039,SPOT::P009,self_drive,road,14.63,549.78,0.33,AMAP_DISTANCE_API,999.599,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0509,SPOT::P040,SPOT::P009,self_drive,road,14.852,624.0,0.33,AMAP_DISTANCE_API,1134.551,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0510,SPOT::P001,SPOT::P010,self_drive,road,11.271,412.43,0.33,AMAP_DISTANCE_API,749.867,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0511,SPOT::P002,SPOT::P010,self_drive,road,12.045,435.06,0.33,AMAP_DISTANCE_API,791.016,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0512,SPOT::P003,SPOT::P010,self_drive,road,13.622,501.75,0.33,AMAP_DISTANCE_API,912.271,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0513,SPOT::P004,SPOT::P010,self_drive,road,13.312,489.84,0.33,AMAP_DISTANCE_API,890.613,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0514,SPOT::P005,SPOT::P010,self_drive,road,14.261,450.54,0.33,AMAP_DISTANCE_API,819.169,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0515,SPOT::P006,SPOT::P010,self_drive,road,14.454,454.4,0.33,AMAP_DISTANCE_API,826.186,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0516,SPOT::P007,SPOT::P010,self_drive,road,17.62,718.66,0.33,AMAP_DISTANCE_API,1306.654,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0517,SPOT::P008,SPOT::P010,self_drive,road,4.661,167.09,0.141,AMAP_DISTANCE_API,303.794,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0518,SPOT::P009,SPOT::P010,self_drive,road,5.087,149.69,0.131,AMAP_DISTANCE_API,272.169,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0519,SPOT::P011,SPOT::P010,self_drive,road,14.027,507.46,0.33,AMAP_DISTANCE_API,922.662,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0520,SPOT::P012,SPOT::P010,self_drive,road,14.378,452.66,0.33,AMAP_DISTANCE_API,823.027,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0521,SPOT::P013,SPOT::P010,self_drive,road,13.996,512.29,0.33,AMAP_DISTANCE_API,931.444,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0522,SPOT::P014,SPOT::P010,self_drive,road,3.615,131.53,0.12,AMAP_DISTANCE_API,239.143,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0523,SPOT::P015,SPOT::P010,self_drive,road,4.167,63.65,0.079,AMAP_DISTANCE_API,115.72,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0524,SPOT::P016,SPOT::P010,self_drive,road,3.372,104.4,0.103,AMAP_DISTANCE_API,189.818,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0525,SPOT::P017,SPOT::P010,self_drive,road,5.036,187.09,0.153,AMAP_DISTANCE_API,340.162,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0526,SPOT::P018,SPOT::P010,self_drive,road,16.511,604.46,0.33,AMAP_DISTANCE_API,1099.01,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0527,SPOT::P019,SPOT::P010,self_drive,road,15.983,595.14,0.33,AMAP_DISTANCE_API,1082.074,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0528,SPOT::P020,SPOT::P010,self_drive,road,15.845,588.46,0.33,AMAP_DISTANCE_API,1069.921,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0529,SPOT::P021,SPOT::P010,self_drive,road,16.242,645.64,0.33,AMAP_DISTANCE_API,1173.892,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0530,SPOT::P022,SPOT::P010,self_drive,road,13.688,522.76,0.33,AMAP_DISTANCE_API,950.464,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0531,SPOT::P023,SPOT::P010,self_drive,road,11.017,393.59,0.319,AMAP_DISTANCE_API,715.619,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0532,SPOT::P024,SPOT::P010,self_drive,road,17.591,717.97,0.33,AMAP_DISTANCE_API,1305.394,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0533,SPOT::P025,SPOT::P010,self_drive,road,17.544,717.63,0.33,AMAP_DISTANCE_API,1304.774,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0534,SPOT::P026,SPOT::P010,self_drive,road,17.455,717.32,0.33,AMAP_DISTANCE_API,1304.21,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0535,SPOT::P027,SPOT::P010,self_drive,road,20.285,818.94,0.33,AMAP_DISTANCE_API,1488.976,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0536,SPOT::P028,SPOT::P010,self_drive,road,21.739,873.91,0.33,AMAP_DISTANCE_API,1588.923,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0537,SPOT::P029,SPOT::P010,self_drive,road,9.265,303.44,0.264,AMAP_DISTANCE_API,551.709,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0538,SPOT::P030,SPOT::P010,self_drive,road,10.454,337.72,0.285,AMAP_DISTANCE_API,614.031,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0539,SPOT::P031,SPOT::P010,self_drive,road,10.691,347.62,0.291,AMAP_DISTANCE_API,632.03,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0540,SPOT::P032,SPOT::P010,self_drive,road,11.964,388.96,0.316,AMAP_DISTANCE_API,707.202,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0541,SPOT::P033,SPOT::P010,self_drive,road,6.126,199.11,0.161,AMAP_DISTANCE_API,362.02,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0542,SPOT::P034,SPOT::P010,self_drive,road,12.072,424.11,0.33,AMAP_DISTANCE_API,771.113,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0543,SPOT::P035,SPOT::P010,self_drive,road,12.963,501.78,0.33,AMAP_DISTANCE_API,912.325,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0544,SPOT::P036,SPOT::P010,self_drive,road,12.303,468.43,0.33,AMAP_DISTANCE_API,851.699,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0545,SPOT::P037,SPOT::P010,self_drive,road,18.556,696.62,0.33,AMAP_DISTANCE_API,1266.59,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0546,SPOT::P038,SPOT::P010,self_drive,road,18.603,637.34,0.33,AMAP_DISTANCE_API,1158.799,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0547,SPOT::P039,SPOT::P010,self_drive,road,18.636,697.39,0.33,AMAP_DISTANCE_API,1267.987,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0548,SPOT::P040,SPOT::P010,self_drive,road,18.922,771.62,0.33,AMAP_DISTANCE_API,1402.939,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0549,SPOT::P001,SPOT::P011,self_drive,road,3.853,165.31,0.14,AMAP_DISTANCE_API,300.571,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0550,SPOT::P002,SPOT::P011,self_drive,road,1.898,73.46,0.085,AMAP_DISTANCE_API,133.559,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0551,SPOT::P003,SPOT::P011,self_drive,road,0.331,7.71,0.045,AMAP_DISTANCE_API,14.014,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0552,SPOT::P004,SPOT::P011,self_drive,road,0.853,21.49,0.053,AMAP_DISTANCE_API,39.074,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0553,SPOT::P005,SPOT::P011,self_drive,road,0.953,22.7,0.054,AMAP_DISTANCE_API,41.272,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0554,SPOT::P006,SPOT::P011,self_drive,road,1.148,28.77,0.057,AMAP_DISTANCE_API,52.315,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0555,SPOT::P007,SPOT::P011,self_drive,road,16.146,769.81,0.33,AMAP_DISTANCE_API,1399.648,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0556,SPOT::P008,SPOT::P011,self_drive,road,8.465,426.77,0.33,AMAP_DISTANCE_API,775.95,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0557,SPOT::P009,SPOT::P011,self_drive,road,9.823,359.31,0.298,AMAP_DISTANCE_API,653.292,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0558,SPOT::P010,SPOT::P011,self_drive,road,13.544,506.98,0.33,AMAP_DISTANCE_API,921.773,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0559,SPOT::P012,SPOT::P011,self_drive,road,0.796,20.27,0.052,AMAP_DISTANCE_API,36.849,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0560,SPOT::P013,SPOT::P011,self_drive,road,0.424,9.8,0.046,AMAP_DISTANCE_API,17.818,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0561,SPOT::P014,SPOT::P011,self_drive,road,9.298,460.01,0.33,AMAP_DISTANCE_API,836.39,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0562,SPOT::P015,SPOT::P011,self_drive,road,15.602,528.17,0.33,AMAP_DISTANCE_API,960.308,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0563,SPOT::P016,SPOT::P011,self_drive,road,14.909,566.11,0.33,AMAP_DISTANCE_API,1029.282,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0564,SPOT::P017,SPOT::P011,self_drive,road,8.711,440.92,0.33,AMAP_DISTANCE_API,801.668,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0565,SPOT::P018,SPOT::P011,self_drive,road,11.424,504.49,0.33,AMAP_DISTANCE_API,917.252,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0566,SPOT::P019,SPOT::P011,self_drive,road,10.882,495.17,0.33,AMAP_DISTANCE_API,900.316,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0567,SPOT::P020,SPOT::P011,self_drive,road,10.766,488.49,0.33,AMAP_DISTANCE_API,888.163,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0568,SPOT::P021,SPOT::P011,self_drive,road,8.539,416.18,0.33,AMAP_DISTANCE_API,756.688,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0569,SPOT::P022,SPOT::P011,self_drive,road,8.718,422.79,0.33,AMAP_DISTANCE_API,768.706,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0570,SPOT::P023,SPOT::P011,self_drive,road,7.268,359.84,0.258,AMAP_DISTANCE_API,654.258,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0571,SPOT::P024,SPOT::P011,self_drive,road,16.093,769.11,0.33,AMAP_DISTANCE_API,1398.388,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0572,SPOT::P025,SPOT::P011,self_drive,road,16.07,768.77,0.33,AMAP_DISTANCE_API,1397.768,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0573,SPOT::P026,SPOT::P011,self_drive,road,15.962,768.46,0.33,AMAP_DISTANCE_API,1397.204,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0574,SPOT::P027,SPOT::P011,self_drive,road,18.799,870.08,0.33,AMAP_DISTANCE_API,1581.97,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0575,SPOT::P028,SPOT::P011,self_drive,road,20.199,925.05,0.33,AMAP_DISTANCE_API,1681.917,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0576,SPOT::P029,SPOT::P011,self_drive,road,10.276,413.37,0.33,AMAP_DISTANCE_API,751.575,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0577,SPOT::P030,SPOT::P011,self_drive,road,9.101,382.3,0.312,AMAP_DISTANCE_API,695.091,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0578,SPOT::P031,SPOT::P011,self_drive,road,10.207,412.76,0.33,AMAP_DISTANCE_API,750.465,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0579,SPOT::P032,SPOT::P011,self_drive,road,6.034,205.94,0.165,AMAP_DISTANCE_API,374.444,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0580,SPOT::P033,SPOT::P011,self_drive,road,8.312,326.55,0.278,AMAP_DISTANCE_API,593.731,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0581,SPOT::P034,SPOT::P011,self_drive,road,7.122,267.57,0.202,AMAP_DISTANCE_API,486.482,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0582,SPOT::P035,SPOT::P011,self_drive,road,4.751,185.58,0.152,AMAP_DISTANCE_API,337.42,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0583,SPOT::P036,SPOT::P011,self_drive,road,4.975,203.27,0.163,AMAP_DISTANCE_API,369.583,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0584,SPOT::P037,SPOT::P011,self_drive,road,17.338,738.27,0.33,AMAP_DISTANCE_API,1342.312,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0585,SPOT::P038,SPOT::P011,self_drive,road,14.737,578.61,0.33,AMAP_DISTANCE_API,1052.012,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0586,SPOT::P039,SPOT::P011,self_drive,road,17.403,739.04,0.33,AMAP_DISTANCE_API,1343.709,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0587,SPOT::P040,SPOT::P011,self_drive,road,17.528,822.76,0.33,AMAP_DISTANCE_API,1495.933,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0588,SPOT::P001,SPOT::P012,self_drive,road,3.343,149.56,0.131,AMAP_DISTANCE_API,271.928,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0589,SPOT::P002,SPOT::P012,self_drive,road,1.379,57.7,0.075,AMAP_DISTANCE_API,104.916,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0590,SPOT::P003,SPOT::P012,self_drive,road,0.521,15.71,0.05,AMAP_DISTANCE_API,28.563,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0591,SPOT::P004,SPOT::P012,self_drive,road,0.295,5.0,0.043,AMAP_DISTANCE_API,9.091,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0592,SPOT::P005,SPOT::P012,self_drive,road,0.257,3.27,0.042,AMAP_DISTANCE_API,5.939,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0593,SPOT::P006,SPOT::P012,self_drive,road,0.458,8.91,0.045,AMAP_DISTANCE_API,16.198,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0594,SPOT::P007,SPOT::P012,self_drive,road,15.494,749.94,0.33,AMAP_DISTANCE_API,1363.531,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0595,SPOT::P008,SPOT::P012,self_drive,road,7.941,411.02,0.289,AMAP_DISTANCE_API,747.307,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0596,SPOT::P009,SPOT::P012,self_drive,road,9.961,306.02,0.265,AMAP_DISTANCE_API,556.406,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0597,SPOT::P010,SPOT::P012,self_drive,road,13.675,453.69,0.33,AMAP_DISTANCE_API,824.887,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0598,SPOT::P011,SPOT::P012,self_drive,road,0.9,21.42,0.053,AMAP_DISTANCE_API,38.954,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0599,SPOT::P013,SPOT::P012,self_drive,road,0.846,26.25,0.056,AMAP_DISTANCE_API,47.736,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0600,SPOT::P014,SPOT::P012,self_drive,road,8.766,444.26,0.33,AMAP_DISTANCE_API,807.747,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0601,SPOT::P015,SPOT::P012,self_drive,road,15.779,474.88,0.33,AMAP_DISTANCE_API,863.422,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0602,SPOT::P016,SPOT::P012,self_drive,road,15.032,512.82,0.33,AMAP_DISTANCE_API,932.396,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0603,SPOT::P017,SPOT::P012,self_drive,road,8.182,425.16,0.33,AMAP_DISTANCE_API,773.025,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0604,SPOT::P018,SPOT::P012,self_drive,road,10.926,488.73,0.33,AMAP_DISTANCE_API,888.609,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0605,SPOT::P019,SPOT::P012,self_drive,road,10.362,479.42,0.33,AMAP_DISTANCE_API,871.673,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0606,SPOT::P020,SPOT::P012,self_drive,road,10.269,472.74,0.33,AMAP_DISTANCE_API,859.52,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0607,SPOT::P021,SPOT::P012,self_drive,road,8.012,400.42,0.323,AMAP_DISTANCE_API,728.045,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0608,SPOT::P022,SPOT::P012,self_drive,road,8.217,407.03,0.327,AMAP_DISTANCE_API,740.063,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0609,SPOT::P023,SPOT::P012,self_drive,road,6.762,344.09,0.249,AMAP_DISTANCE_API,625.615,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0610,SPOT::P024,SPOT::P012,self_drive,road,15.445,749.25,0.33,AMAP_DISTANCE_API,1362.271,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0611,SPOT::P025,SPOT::P012,self_drive,road,15.428,748.91,0.33,AMAP_DISTANCE_API,1361.651,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0612,SPOT::P026,SPOT::P012,self_drive,road,15.32,748.6,0.33,AMAP_DISTANCE_API,1361.087,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0613,SPOT::P027,SPOT::P012,self_drive,road,18.151,850.22,0.33,AMAP_DISTANCE_API,1545.853,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0614,SPOT::P028,SPOT::P012,self_drive,road,19.532,905.19,0.33,AMAP_DISTANCE_API,1645.8,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0615,SPOT::P029,SPOT::P012,self_drive,road,9.568,393.5,0.318,AMAP_DISTANCE_API,715.458,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0616,SPOT::P030,SPOT::P012,self_drive,road,8.411,362.44,0.3,AMAP_DISTANCE_API,658.974,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0617,SPOT::P031,SPOT::P012,self_drive,road,9.541,392.89,0.318,AMAP_DISTANCE_API,714.348,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0618,SPOT::P032,SPOT::P012,self_drive,road,5.31,186.08,0.153,AMAP_DISTANCE_API,338.327,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0619,SPOT::P033,SPOT::P012,self_drive,road,8.471,273.26,0.246,AMAP_DISTANCE_API,496.845,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0620,SPOT::P034,SPOT::P012,self_drive,road,6.426,247.7,0.19,AMAP_DISTANCE_API,450.365,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0621,SPOT::P035,SPOT::P012,self_drive,road,4.926,194.4,0.158,AMAP_DISTANCE_API,353.451,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0622,SPOT::P036,SPOT::P012,self_drive,road,4.261,205.57,0.165,AMAP_DISTANCE_API,373.76,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0623,SPOT::P037,SPOT::P012,self_drive,road,16.663,718.41,0.33,AMAP_DISTANCE_API,1306.195,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0624,SPOT::P038,SPOT::P012,self_drive,road,14.077,558.74,0.33,AMAP_DISTANCE_API,1015.895,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0625,SPOT::P039,SPOT::P012,self_drive,road,16.724,719.18,0.33,AMAP_DISTANCE_API,1307.592,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0626,SPOT::P040,SPOT::P012,self_drive,road,16.874,802.9,0.33,AMAP_DISTANCE_API,1459.816,False,,,,,,,,,spot_to_spot,amap_distance_api
